id,stage,spoke,act,text,source,workstream,psych_axis
296,refusal,3,departure,"I wake up to the same mental alarm; the loop is familiar, not fated.",groundhog_day,story,practice_vs_fantasy
297,refusal,3,departure,"I call it realism, but it’s resignation dressed as wisdom.",groundhog_day,lmb,image_vs_integrity
298,refusal,3,departure,"I tell myself nothing matters; it’s a shield against disappointment.",groundhog_day,spiritual,numbness_vs_presence
299,refusal,3,departure,"I keep reliving February 2nd because part of me is afraid of February 3rd.",groundhog_day,lmb,fear_vs_action
300,call,2,departure,"The question lands: what if the repetition is asking me to change, not escape?",groundhog_day,story,practice_vs_fantasy
301,call,2,departure,"I notice the ‘same house, same stress, same echo’ pattern and stop calling it normal.",groundhog_day,lmb,image_vs_integrity
302,call,2,departure,"I see the split: what’s my weather vs what isn’t mine to control.",groundhog_day,lmb,control_vs_autonomy
303,call,2,departure,"I realize growth isn’t a lever to pull; it’s a path to walk.",groundhog_day,spiritual,certainty_vs_trust
304,allies,6,initiation,"A mentor-frame appears: a compassionate viewer can name what I’m doing without shaming me.",groundhog_day,lmb,mentorship_vs_dependence
305,allies,6,initiation,"Rita becomes a mirror: love that refuses manipulation forces honesty.",groundhog_day,story,attachment_vs_love
306,tests,6,initiation,"I try the ‘no consequences’ life and discover indulgence still feels empty.",groundhog_day,story,comfort_vs_truth
307,tests,6,initiation,"I watch my mind bargain—‘if only X, then peace’—and label it as control-seeking.",groundhog_day,lmb,control_vs_autonomy
308,tests,6,initiation,"I practice craft to replace coping: read, train, build, repeat.",groundhog_day,lmb,practice_vs_fantasy
309,approach,7,initiation,"I stop auditioning for a role I already lost; I define growth without an audience.",groundhog_day,dating,image_vs_integrity
310,approach,7,initiation,"I set ‘one small real-world action’ as the exit ramp from over-analysis.",groundhog_day,lmb,fear_vs_action
311,approach,7,initiation,"I narrow the goal to presence: show up cleanly, regardless of outcome.",groundhog_day,lmb,numbness_vs_presence
312,ordeal,8,initiation,"I hit the dark solution—self-destruction fantasies—then see they don’t end the loop.",groundhog_day,story,comfort_vs_truth
313,ordeal,8,initiation,"I grieve the story that died and refuse to rewrite it into vindication.",groundhog_day,lmb,projection_vs_ownership
314,ordeal,8,initiation,"I face the humiliation of not getting the grade I wanted after passing the test.",groundhog_day,lmb,ego_vs_discipline
315,ordeal,8,initiation,"I accept the limits: I cannot resurrect the past by force of will.",groundhog_day,spiritual,control_vs_autonomy
316,reward,9,initiation,"I feel relief in surrender: ‘I’m not the god’ becomes nervous-system peace.",groundhog_day,spiritual,certainty_vs_trust
317,reward,9,initiation,"I notice integrity is lighter than image management.",groundhog_day,lmb,image_vs_integrity
318,reward,9,initiation,"Service breaks the spell: generosity without a receipt restores meaning.",groundhog_day,spiritual,ego_vs_service
319,return,10,return,"I carry the lesson into ordinary days: the calendar doesn’t cancel the vow.",groundhog_day,lmb,practice_vs_fantasy
320,return,10,return,"I stop using one person as the measuring stick for whether my growth was worth it.",groundhog_day,dating,attachment_vs_love
321,return,10,return,"I bless and release: gratitude without a covert contract.",groundhog_day,spiritual,attachment_vs_love
322,integration,11,return,"I can hold the thought ‘if she saw me now’ without letting it steer the ship.",groundhog_day,lmb,projection_vs_ownership
323,integration,11,return,"Presence replaces tactics; I choose the next honest line, not the perfect script.",groundhog_day,lmb,fear_vs_action
324,integration,11,return,"I treat journaling as a commentary track that must end in action.",groundhog_day,lmb,practice_vs_fantasy
325,elixir,12,return,"Protocol: scene, commentary, one small action—each day advances one frame.",groundhog_day,lmb,practice_vs_fantasy
326,elixir,12,return,"I build artifacts instead of fantasies: habits, code, vows, proof-of-work.",groundhog_day,career,practice_vs_fantasy
327,refusal,3,departure,"I optimize myself for someone’s love and feel it turn uncanny.",groundhog_day,dating,attachment_vs_love
328,tests,6,initiation,"I notice how ‘trying too hard’ leaks neediness even when the growth is real.",groundhog_day,dating,attachment_vs_love
329,approach,7,initiation,"I anchor improvement in vocation and integrity, not in winning someone back.",groundhog_day,spiritual,image_vs_integrity
330,ordeal,8,initiation,"A creator’s illness reminds me: meaning-making doesn’t grant immunity from pain.",groundhog_day,spiritual,comfort_vs_truth
331,reward,9,initiation,"I choose grace as a response to being blindsided, not as a bargain for safety.",groundhog_day,spiritual,domination_vs_compassion
332,return,10,return,"I meet the next crossroads as the man who walked through the storm, not the boy who hoped to be spared.",groundhog_day,lmb,fear_vs_action
333,integration,11,return,"I accept uncertainty as weather; I still choose my posture, my breath, my next move.",groundhog_day,lmb,certainty_vs_trust
334,elixir,12,return,"I bring back a simple creed: I don’t control outcomes; I control how I show up.",groundhog_day,lmb,control_vs_autonomy
335,elixir,12,return,"The loop ends when love stops extracting and starts giving.",groundhog_day,spiritual,attachment_vs_love
336,refusal,3,departure,"I confuse my public myth with my real self and start living for the rumor.",wake_scratch,story,image_vs_integrity
337,refusal,3,departure,"I let other people’s stories draft my identity, then call it ‘being realistic.’",wake_scratch,lmb,projection_vs_ownership
338,refusal,3,departure,"I hide from the work because I’m afraid the world will misread me anyway.",wake_scratch,lmb,fear_vs_action
339,call,2,departure,"A darker double appears: the part of me shaped by fear, gossip, and projection.",wake_scratch,story,projection_vs_ownership
340,call,2,departure,"I realize reputation is a force: collective belief can write a mask onto me.",wake_scratch,spiritual,structure_vs_freedom
341,call,2,departure,"I see the core threat: an inner demon uses my name to open a door I already tried to close.",wake_scratch,story,projection_vs_ownership
342,threshold,5,departure,"I choose authorship over anxiety: I stop negotiating with the narrative and act.",wake_scratch,lmb,control_vs_autonomy
343,threshold,5,departure,"I accept that the story world has rules—symbols, exchanges, consequences—and I step in anyway.",wake_scratch,story,structure_vs_freedom
344,tests,6,initiation,"I notice how a single rumor can become a whole costume if I keep wearing it.",wake_scratch,lmb,image_vs_integrity
345,tests,6,initiation,"I track my triggers like an investigator: what makes the double stronger?",wake_scratch,lmb,practice_vs_fantasy
346,tests,6,initiation,"I learn that ‘dark presence’ thrives on ambiguity; clarity is a form of light.",wake_scratch,spiritual,projection_vs_ownership
347,tests,6,initiation,"I separate the true signal from the noise: not every accusation is data.",wake_scratch,lmb,projection_vs_ownership
348,allies,6,initiation,"A loved one sees the real me and reflects it back without feeding my ego.",wake_scratch,story,image_vs_integrity
349,allies,6,initiation,"An ally’s testimony becomes medicine: truth spoken with love weakens the false legend.",wake_scratch,spiritual,domination_vs_compassion
350,allies,6,initiation,"I accept help to anchor reality: a witness is protection against self-mythologizing.",wake_scratch,lmb,mentorship_vs_dependence
351,approach,7,initiation,"I build a ‘Sunrise’ artifact: a clean record of who I am when I’m not performing.",wake_scratch,career,image_vs_integrity
352,approach,7,initiation,"I replace image management with proof-of-work; reality becomes harder to distort.",wake_scratch,career,image_vs_integrity
353,approach,7,initiation,"I stop feeding the urban legend—no more compulsive explaining, no more reactive posts.",wake_scratch,lmb,control_vs_autonomy
354,approach,7,initiation,"I prepare for the showdown by tightening my inner criteria: integrity over applause.",wake_scratch,spiritual,image_vs_integrity
355,ordeal,8,initiation,"I face the suit: the persona built from headlines, shame, and projection.",wake_scratch,lmb,image_vs_integrity
356,ordeal,8,initiation,"I confront the fact that my shadow can wear my face and still not be me.",wake_scratch,story,projection_vs_ownership
357,ordeal,8,initiation,"I resist the temptation to become what they fear; I refuse the ‘serial killer’ script.",wake_scratch,lmb,image_vs_integrity
358,ordeal,8,initiation,"I accept the law of exchange: to rescue what I love, I must sacrifice the mask.",wake_scratch,spiritual,comfort_vs_truth
359,reward,9,initiation,"The illusion burns: when the light hits it, the false self can’t hold form.",wake_scratch,story,projection_vs_ownership
360,reward,9,initiation,"I feel relief when the costume falls away; the body recognizes truth as safety.",wake_scratch,lmb,numbness_vs_presence
361,reward,9,initiation,"I learn the paradox: vulnerability is how you defeat a myth that feeds on secrecy.",wake_scratch,spiritual,domination_vs_compassion
362,return,10,return,"I come back to ordinary life wearing the plaid: simple, grounded, untheatrical.",wake_scratch,lmb,image_vs_integrity
363,return,10,return,"I stop trying to control every opinion; I focus on being consistent in daylight.",wake_scratch,spiritual,certainty_vs_trust
364,return,10,return,"I keep the door closed with routine: sleep, training, work—structure as protection.",wake_scratch,fitness,chaos_vs_structure
365,integration,11,return,"I can hear the rumor-brain and not obey it; I choose the next clean line.",wake_scratch,lmb,fear_vs_action
366,integration,11,return,"I hold both truths: I have darkness, and I am not only my darkness.",wake_scratch,spiritual,projection_vs_ownership
367,integration,11,return,"I treat reputation like weather: note it, prepare, but don’t worship it.",wake_scratch,lmb,certainty_vs_trust
368,elixir,12,return,"I bring back a method: make a public artifact of truth that quietly burns the lie.",wake_scratch,career,image_vs_integrity
369,elixir,12,return,"I teach the lesson: collective belief can create monsters—so choose what you amplify.",wake_scratch,spiritual,projection_vs_ownership
370,elixir,12,return,"I leave a protocol: identify the double, stop feeding it, ship truth in small consistent frames.",wake_scratch,lmb,practice_vs_fantasy
371,refusal,3,departure,"I want home, but duty keeps rewriting my plans.",gladiator,story,comfort_vs_truth
372,refusal,3,departure,"I tell myself honor is pointless because death erases everything.",gladiator,spiritual,comfort_vs_truth
373,refusal,3,departure,"I cling to rank and reputation because it’s all I think I am.",gladiator,lmb,image_vs_integrity
374,call,2,departure,"A higher standard appears: lead with courage and care, not ego.",gladiator,story,ego_vs_service
375,call,2,departure,"I feel the pull toward simple desires—home, family, harvest—over glory.",gladiator,lmb,comfort_vs_truth
376,call,2,departure,"A question lands: if life ends in dust, what makes it meaningful?",gladiator,spiritual,comfort_vs_truth
377,threshold,5,departure,"The wheel turns: I lose everything and still have to choose my posture.",gladiator,spiritual,control_vs_autonomy
378,threshold,5,departure,"I’m forced into the arena; I decide to survive without surrendering my soul.",gladiator,story,image_vs_integrity
379,tests,6,initiation,"I learn to command my inner state when I can’t command the world.",gladiator,spiritual,control_vs_autonomy
380,tests,6,initiation,"I take the dirt in my hand and remember: mortality is a compass.",gladiator,lmb,comfort_vs_truth
381,tests,6,initiation,"I lead from the front; men trust what they can feel in my presence.",gladiator,story,ego_vs_service
382,tests,6,initiation,"I reject manipulation: praise without integrity is poison.",gladiator,spiritual,image_vs_integrity
383,allies,6,initiation,"A crew forms in captivity; brotherhood becomes the new home.",gladiator,story,ego_vs_service
384,allies,6,initiation,"A mentor teaches the rule: win the crowd to buy time and leverage.",gladiator,career,chaos_vs_structure
385,allies,6,initiation,"A witness reminds me who I was before the world broke me.",gladiator,lmb,projection_vs_ownership
386,approach,7,initiation,"I build quiet influence inside the system that enslaves me.",gladiator,career,structure_vs_freedom
387,approach,7,initiation,"I stop living for vengeance alone; I choose a cause bigger than my pain.",gladiator,spiritual,ego_vs_service
388,approach,7,initiation,"I define Rome as a soul, not a spectacle; vision becomes resistance.",gladiator,story,image_vs_integrity
389,ordeal,8,initiation,"I face the tyrant and proclaim my true name in public.",gladiator,story,image_vs_integrity
390,ordeal,8,initiation,"I feel grief and rage, but I refuse to become the evil I fight.",gladiator,lmb,domination_vs_compassion
391,ordeal,8,initiation,"The false brother offers a devil’s bargain; I refuse the shortcut.",gladiator,spiritual,ego_vs_discipline
392,reward,9,initiation,"Identity returns: I remember my vows and my standard.",gladiator,lmb,image_vs_integrity
393,reward,9,initiation,"I discover power that isn’t bought: dignity under pressure.",gladiator,spiritual,image_vs_integrity
394,reward,9,initiation,"My presence rallies others; virtue spreads like contagion.",gladiator,story,ego_vs_service
395,return,10,return,"I use my final leverage to free others and restore a better order.",gladiator,spiritual,ego_vs_service
396,return,10,return,"I pass the mission forward: honor is practiced, not claimed.",gladiator,lmb,practice_vs_fantasy
397,integration,11,return,"I hold mortality and meaning together; I act as if deeds echo beyond me.",gladiator,spiritual,certainty_vs_trust
398,integration,11,return,"I keep my hands in the dirt—grounded, simple, uncorrupted by applause.",gladiator,lmb,image_vs_integrity
399,elixir,12,return,"I leave an ethic: strength and honor are real when they cost you something.",gladiator,spiritual,ego_vs_discipline
400,elixir,12,return,"I bring back a model of manhood: calm leadership, disciplined courage, humble love.",gladiator,lmb,ego_vs_discipline
401,refusal,3,departure,"I obey the script—grades, manners, achievement—while my inner life goes quiet.",dead_poets,story,image_vs_integrity
402,refusal,3,departure,"I trade curiosity for approval and call it ‘being responsible.’",dead_poets,lmb,image_vs_integrity
403,refusal,3,departure,"I feel the ache of meaninglessness but keep performing so no one worries.",dead_poets,spiritual,numbness_vs_presence
404,call,2,departure,"A teacher arrives who treats life as art: ‘What will your verse be?’",dead_poets,story,practice_vs_fantasy
405,call,2,departure,"I hear ‘carpe diem’ and realize my passivity has a cost.",dead_poets,lmb,fear_vs_action
406,call,2,departure,"I see that the goal isn’t success—it’s aliveness.",dead_poets,spiritual,comfort_vs_truth
407,threshold,5,departure,"I step out of the row and risk looking strange to feel the truth.",dead_poets,story,comfort_vs_truth
408,threshold,5,departure,"I speak one honest line aloud; the voice that was trapped gets air.",dead_poets,lmb,fear_vs_action
409,threshold,5,departure,"I choose experience over reputation, even if it disrupts the plan.",dead_poets,spiritual,image_vs_integrity
410,allies,6,initiation,"A circle forms: brotherhood gives courage when the institution demands silence.",dead_poets,story,ego_vs_service
411,allies,6,initiation,"A mentor models embodied conviction—he lives what he teaches.",dead_poets,spiritual,practice_vs_fantasy
412,allies,6,initiation,"Friends mirror the dormant spark in me; desire becomes permission.",dead_poets,lmb,numbness_vs_presence
413,tests,6,initiation,"I test the boundary: how much of myself can I reveal before I’m punished?",dead_poets,lmb,image_vs_integrity
414,tests,6,initiation,"I notice the fawn reflex—please the father, please the school, disappear the self.",dead_poets,lmb,mentorship_vs_dependence
415,tests,6,initiation,"I practice courage as repetition: small acts of defiance build identity.",dead_poets,spiritual,practice_vs_fantasy
416,approach,7,initiation,"I stop asking for a perfect path and choose the next true action.",dead_poets,lmb,fear_vs_action
417,approach,7,initiation,"I prepare to face authority without collapsing: clarity, calm, and evidence.",dead_poets,career,ego_vs_discipline
418,approach,7,initiation,"I define ‘extraordinary’ as lived honesty, not dramatic gestures.",dead_poets,spiritual,image_vs_integrity
419,ordeal,8,initiation,"I meet the double bind: obey the role and die inside, or speak up and risk exile.",dead_poets,story,comfort_vs_truth
420,ordeal,8,initiation,"A father’s will becomes a cage; I feel what it costs to have no voice.",dead_poets,lmb,control_vs_autonomy
421,ordeal,8,initiation,"I witness how repression can turn lethal; the soul can die before the body does.",dead_poets,spiritual,numbness_vs_presence
422,reward,9,initiation,"I feel the first clean pride: I acted from the self, not the audience.",dead_poets,lmb,image_vs_integrity
423,reward,9,initiation,"I learn that passion isn’t childish—it’s the engine of meaning.",dead_poets,spiritual,comfort_vs_truth
424,reward,9,initiation,"I see how one brave act spreads: courage becomes contagious in a room.",dead_poets,story,ego_vs_service
425,return,10,return,"I bring the lesson into the ordinary: speak the truth early, not at the breaking point.",dead_poets,lmb,comfort_vs_truth
426,return,10,return,"I stop outsourcing my life plan; I own the trade-offs and make the choice.",dead_poets,career,control_vs_autonomy
427,return,10,return,"I keep the art alive under routine: reading, training, writing—small daily seizing.",dead_poets,fitness,practice_vs_fantasy
428,integration,11,return,"I can feel the urge to conform and still choose my verse.",dead_poets,lmb,comfort_vs_truth
429,integration,11,return,"I hold grief without turning it into cynicism; meaning survives tragedy.",dead_poets,spiritual,certainty_vs_trust
430,elixir,12,return,"I leave a standard: don’t live as a proxy for others—build a life you can stand behind.",dead_poets,spiritual,image_vs_integrity
431,elixir,12,return,"I pass on a protocol: find the mentor, find the circle, take the small brave step today.",dead_poets,lmb,fear_vs_action
432,refusal,3,departure,"I’m ‘Strider’ because accepting the crown feels like accepting the burden of my bloodline.",aragorn,story,control_vs_autonomy
433,refusal,3,departure,"I downplay my gifts so I don’t have to risk leadership.",aragorn,lmb,fear_vs_action
434,refusal,3,departure,"I confuse humility with hiding; I call it virtue but it’s fear of responsibility.",aragorn,spiritual,image_vs_integrity
435,call,2,departure,"A higher calling appears: lead not for power, but for service.",aragorn,spiritual,ego_vs_service
436,call,2,departure,"I’m reminded: the heir is not the same as the failure who came before.",aragorn,story,projection_vs_ownership
437,call,2,departure,"The world needs a king; I feel the pull toward disciplined authority.",aragorn,lmb,ego_vs_discipline
438,threshold,5,departure,"I step forward in danger and become a signal of safety for those behind me.",aragorn,story,fear_vs_action
439,threshold,5,departure,"I choose action without ego—move first, explain later.",aragorn,lmb,ego_vs_discipline
440,threshold,5,departure,"I accept solitude as training rather than exile.",aragorn,spiritual,certainty_vs_trust
441,tests,6,initiation,"I stay calm when others panic; composure becomes a form of leadership.",aragorn,lmb,numbness_vs_presence
442,tests,6,initiation,"I take the hard road without dramatizing it; duty is quiet.",aragorn,spiritual,ego_vs_discipline
443,tests,6,initiation,"I refuse shortcuts that would corrupt the mission, even if they flatter my pride.",aragorn,spiritual,ego_vs_discipline
444,allies,6,initiation,"I earn trust through deeds; respect follows reliability.",aragorn,career,image_vs_integrity
445,allies,6,initiation,"I hold the fellowship together when it starts to fracture: unity is a discipline.",aragorn,story,ego_vs_service
446,allies,6,initiation,"I treat rivals with dignity; I don’t need dominance to lead.",aragorn,lmb,domination_vs_compassion
447,approach,7,initiation,"I take the mantle reluctantly but decisively; leadership becomes chosen, not inherited.",aragorn,spiritual,control_vs_autonomy
448,approach,7,initiation,"I tighten my inner standard: no reactive pride, no self-pity—only the next right move.",aragorn,lmb,ego_vs_discipline
449,approach,7,initiation,"I prepare for war by strengthening the bonds, not the image.",aragorn,career,image_vs_integrity
450,approach,7,initiation,"I keep my hands on the map: logistics, timing, and clear intent under pressure.",aragorn,career,chaos_vs_structure
451,ordeal,8,initiation,"I face the fear: ‘What if I become Isildur?’ and still choose the path.",aragorn,spiritual,fear_vs_action
452,ordeal,8,initiation,"I meet the temptation of power and refuse it; the ring is my shadow test.",aragorn,spiritual,domination_vs_compassion
453,ordeal,8,initiation,"I risk being misunderstood and lead anyway; approval is not the mission.",aragorn,lmb,image_vs_integrity
454,reward,9,initiation,"I feel a clean authority: strength without cruelty.",aragorn,lmb,domination_vs_compassion
455,reward,9,initiation,"Hope spreads because I hold the line; steadiness becomes contagious.",aragorn,story,ego_vs_service
456,reward,9,initiation,"I learn that true masculinity is ordered: protect, create, serve, love.",aragorn,spiritual,ego_vs_service
457,return,10,return,"I return to the city as the same man—just finally named.",aragorn,story,image_vs_integrity
458,return,10,return,"I stop avoiding the role and start embodying it daily: small duties, kept promises.",aragorn,lmb,ego_vs_discipline
459,return,10,return,"I lead in daylight with consistency; reputation becomes a byproduct, not a target.",aragorn,career,image_vs_integrity
460,integration,11,return,"I can feel grief, tenderness, and rage without losing my center.",aragorn,lmb,numbness_vs_presence
461,integration,11,return,"I balance solitude and brotherhood; inner mastery supports outer love.",aragorn,spiritual,certainty_vs_trust
462,integration,11,return,"I become ‘king’ without losing ‘ranger’: power stays grounded in humility.",aragorn,spiritual,domination_vs_compassion
463,elixir,12,return,"I leave a model: reluctant authority, fierce protection, gentle dignity.",aragorn,lmb,ego_vs_service
464,elixir,12,return,"I pass on the creed: be worthy of the crown before you ever wear it.",aragorn,spiritual,ego_vs_discipline
465,elixir,12,return,"I teach men to stop begging for status and start building character that others can feel.",aragorn,lmb,image_vs_integrity
466,allies,6,initiation,"I honor women without manipulation: love that wills the good of the other.",aragorn,dating,attachment_vs_love
467,tests,6,initiation,"I reject lust as leadership; desire is real but it doesn’t steer the mission.",aragorn,dating,attachment_vs_love
468,approach,7,initiation,"I choose the long love: sacrifice now so the other can flourish.",aragorn,dating,attachment_vs_love
469,return,10,return,"I keep romance clean—no triangulation, no ego games—only commitment and care.",aragorn,dating,attachment_vs_love
470,elixir,12,return,"I leave a dating standard: strength is calm boundaries plus reverence for the feminine.",aragorn,dating,attachment_vs_love
471,refusal,3,departure,"I sense the Force, but I keep trying to control it with my mind.",star_wars,lmb,control_vs_autonomy
472,refusal,3,departure,"I want power to feel safe, and I call it ‘justice.’",star_wars,spiritual,control_vs_autonomy
473,refusal,3,departure,"I mistake emotional suppression for peace.",star_wars,lmb,numbness_vs_presence
474,refusal,3,departure,"I trust the institution’s code more than the living signal in my body.",star_wars,career,structure_vs_freedom
475,refusal,3,departure,"I keep waiting for a master to ‘make me ready’ instead of training today.",star_wars,fitness,practice_vs_fantasy
476,call,2,departure,"A mentor-frame appears: power without compassion is a trap.",star_wars,spiritual,domination_vs_compassion
477,call,2,departure,"I notice fear underneath my love: I’m terrified of losing what I can’t control.",star_wars,lmb,attachment_vs_love
478,call,2,departure,"The question lands: am I seeking peace, or seeking control that feels like peace?",star_wars,spiritual,control_vs_autonomy
479,call,2,departure,"I see the pattern: when I rush, I lose presence.",star_wars,lmb,numbness_vs_presence
480,call,2,departure,"I realize the ‘dark side’ isn’t a monster; it’s my unowned fear wearing armor.",star_wars,spiritual,projection_vs_ownership
481,threshold,5,departure,"I accept training as humility: slow reps, patience, breath.",star_wars,fitness,practice_vs_fantasy
482,threshold,5,departure,"I stop chasing a dramatic breakthrough and commit to daily practice.",star_wars,lmb,practice_vs_fantasy
483,threshold,5,departure,"I enter the cave: I’m willing to meet what I’ve been avoiding.",star_wars,spiritual,comfort_vs_truth
484,threshold,5,departure,"I choose the hard truth: the enemy might be my own face behind the mask.",star_wars,lmb,projection_vs_ownership
485,tests,6,initiation,"I get impatient and notice it’s just ego trying to outrun discomfort.",star_wars,lmb,ego_vs_discipline
486,tests,6,initiation,"I practice being present: ‘never my mind on where I was’ becomes a daily drill.",star_wars,spiritual,numbness_vs_presence
487,tests,6,initiation,"I learn that calm first, then action—passivity becomes timing.",star_wars,lmb,fear_vs_action
488,tests,6,initiation,"I watch fear amplify in my chest and choose the next clean breath.",star_wars,lmb,fear_vs_action
489,tests,6,initiation,"I meet the temptation to strike first; I label it ‘the illusion of control.’",star_wars,spiritual,control_vs_autonomy
490,tests,6,initiation,"I notice how quickly love can turn into possession if I’m activated.",star_wars,dating,attachment_vs_love
491,tests,6,initiation,"I see how shame and rejection make me reach for authoritarian certainty.",star_wars,spiritual,certainty_vs_trust
492,tests,6,initiation,"I practice restraint: strength without restraint is just panic with a sword.",star_wars,lmb,ego_vs_discipline
493,allies,6,initiation,"A true mentor doesn’t feed my ego; he trains my patience.",star_wars,spiritual,mentorship_vs_dependence
494,allies,6,initiation,"I find the Qui-Gon archetype: intuition, compassion, and refusal to be owned by bureaucracy.",star_wars,story,structure_vs_freedom
495,allies,6,initiation,"I accept witnesses who reflect the real me back when rumors distort.",star_wars,lmb,projection_vs_ownership
496,allies,6,initiation,"I build a circle that values compassion over status.",star_wars,lmb,domination_vs_compassion
497,allies,6,initiation,"I let guidance land without needing to argue for my image.",star_wars,career,image_vs_integrity
498,approach,7,initiation,"I map the trap: the ‘triangle’—authority above, wounded father, tempted son.",star_wars,story,structure_vs_freedom
499,approach,7,initiation,"I prepare for the test by tightening my inner criteria: compassion first.",star_wars,spiritual,domination_vs_compassion
500,approach,7,initiation,"I stop confusing ‘order’ with ‘balance’—balance is living responsiveness.",star_wars,spiritual,control_vs_autonomy
501,approach,7,initiation,"I treat my nervous system like a Jedi temple: keep it clean or it turns political.",star_wars,lmb,chaos_vs_structure
502,approach,7,initiation,"I plan for chaos instead of trying to dominate it.",star_wars,career,control_vs_autonomy
503,approach,7,initiation,"I choose to lead myself through uncertainty rather than demand certainty.",star_wars,lmb,certainty_vs_trust
504,ordeal,8,initiation,"I feel rage rise, and I see how ‘righteous’ hate still burns the same.",star_wars,spiritual,domination_vs_compassion
505,ordeal,8,initiation,"I watch myself become what I’m fighting and I stop mid-swing.",star_wars,lmb,projection_vs_ownership
506,ordeal,8,initiation,"I face the attachment wound: fear of loss pretending to be love.",star_wars,lmb,attachment_vs_love
507,ordeal,8,initiation,"I confront the moment of execution—when I justify a line I can’t un-cross.",star_wars,spiritual,comfort_vs_truth
508,ordeal,8,initiation,"I feel the humiliation of not being ‘made master’ and notice the ego fracture.",star_wars,career,ego_vs_discipline
509,ordeal,8,initiation,"I see how institutions can weaponize ‘duty’ while quietly asking for deceit.",star_wars,career,structure_vs_freedom
510,ordeal,8,initiation,"I face the moral algebra: millions harmed, and yet the human behind the mask remains.",star_wars,spiritual,domination_vs_compassion
511,ordeal,8,initiation,"I feel the urge to kneel to the villain just to stop the inner conflict.",star_wars,lmb,fear_vs_action
512,reward,9,initiation,"I recognize the key insight: a Jedi’s true power is letting go.",star_wars,spiritual,control_vs_autonomy
513,reward,9,initiation,"I feel peace when I stop trying to force outcomes.",star_wars,spiritual,control_vs_autonomy
514,reward,9,initiation,"I learn the difference: passion consumes, compassion frees.",star_wars,spiritual,domination_vs_compassion
515,reward,9,initiation,"I see that the Force repeats the lesson until I finally learn it.",star_wars,lmb,practice_vs_fantasy
516,reward,9,initiation,"I notice my body relax when I choose mercy over domination.",star_wars,lmb,domination_vs_compassion
517,return,10,return,"I throw away the weapon: I refuse to win the wrong way.",star_wars,spiritual,domination_vs_compassion
518,return,10,return,"I stop trying to control perception; I focus on consistent deeds.",star_wars,lmb,image_vs_integrity
519,return,10,return,"I rebuild the ‘order’ from the inside: compassion as the operating system.",star_wars,career,domination_vs_compassion
520,return,10,return,"I lead with calm clarity; my presence becomes the proof.",star_wars,lmb,numbness_vs_presence
521,return,10,return,"I refuse the cycle: I won’t repeat my father’s mistake just to feel strong.",star_wars,story,projection_vs_ownership
522,integration,11,return,"I can feel fear of loss without turning it into possession.",star_wars,dating,attachment_vs_love
523,integration,11,return,"I hold grief without needing vengeance to justify it.",star_wars,spiritual,domination_vs_compassion
524,integration,11,return,"I accept that love is freedom, not control.",star_wars,spiritual,attachment_vs_love
525,integration,11,return,"I practice inner peace as a skill: patience, presence, and restraint.",star_wars,fitness,practice_vs_fantasy
526,integration,11,return,"I stop calling rigidity ‘discipline’—real discipline stays compassionate.",star_wars,lmb,ego_vs_discipline
527,elixir,12,return,"I bring back the creed: compassion is the highest form of strength.",star_wars,spiritual,domination_vs_compassion
528,elixir,12,return,"I pass on a warning: pride blinds institutions long before they collapse.",star_wars,career,ego_vs_discipline
529,elixir,12,return,"I leave a protocol: notice the fear, name the control-impulse, choose the merciful next move.",star_wars,lmb,fear_vs_action
530,elixir,12,return,"I teach the paradox: you win by refusing to become the thing you hate.",star_wars,spiritual,projection_vs_ownership
531,refusal,3,departure,"I decorate my life to look successful while my soul stays sleepless.",fight_club_revisited,lmb,image_vs_integrity
532,refusal,3,departure,"I buy identities off a catalogue and wonder why I feel empty.",fight_club_revisited,story,image_vs_integrity
533,refusal,3,departure,"I substitute meaning with status, likes, and aesthetics.",fight_club_revisited,lmb,image_vs_integrity
534,refusal,3,departure,"I process pain as spreadsheets and call it ‘professionalism.’",fight_club_revisited,career,numbness_vs_presence
535,refusal,3,departure,"I numb out to survive, then resent the numbness.",fight_club_revisited,lmb,numbness_vs_presence
536,call,2,departure,"Insomnia becomes a message: the false life can’t let me rest.",fight_club_revisited,spiritual,comfort_vs_truth
537,call,2,departure,"I go looking for real feeling and end up borrowing suffering.",fight_club_revisited,lmb,comfort_vs_truth
538,call,2,departure,"I realize the strongest addiction isn’t pleasure—it’s numbness.",fight_club_revisited,spiritual,numbness_vs_presence
539,call,2,departure,"A shadow-teacher appears: the part of me that refuses domestication.",fight_club_revisited,story,projection_vs_ownership
540,call,2,departure,"I hear the diagnosis: my great war is spiritual, not social.",fight_club_revisited,spiritual,comfort_vs_truth
541,threshold,5,departure,"I accept pain as a doorway back to presence—sensation over sedation.",fight_club_revisited,lmb,numbness_vs_presence
542,threshold,5,departure,"I let my constructed identity burn so something real can breathe.",fight_club_revisited,spiritual,image_vs_integrity
543,threshold,5,departure,"I stop asking what I should be and start meeting what I am.",fight_club_revisited,lmb,projection_vs_ownership
544,tests,6,initiation,"I confront the persona: the mask that makes a good impression while hiding the self.",fight_club_revisited,spiritual,image_vs_integrity
545,tests,6,initiation,"I notice how quickly ‘freedom’ can become another performance.",fight_club_revisited,lmb,image_vs_integrity
