id,stage,spoke,act,text,source,workstream,psych_axis,composite_vb
1,refusal,3,departure,I keep waiting for the perfect moment to start.,core,core,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=core | workstream=core | psych_axis=fear_vs_action] :: I keep waiting for the perfect moment to start.
172,return,10,return,I carry wonder back to the real world and act with more courage.,alice,story,fear_vs_action,[act=return | stage=return | spoke=10 | source=alice | workstream=story | psych_axis=fear_vs_action] :: I carry wonder back to the real world and act with more courage.
173,refusal,3,departure,I stay in sepia comfort because color feels too big for me.,oz,story,domination_vs_compassion,[act=departure | stage=refusal | spoke=3 | source=oz | workstream=story | psych_axis=domination_vs_compassion] :: I stay in sepia comfort because color feels too big for me.
174,call,2,departure,A storm lifts me: life interrupts my plan and offers an adventure.,oz,story,ego_vs_service,[act=departure | stage=call | spoke=2 | source=oz | workstream=story | psych_axis=ego_vs_service] :: A storm lifts me: life interrupts my plan and offers an adventure.
175,threshold,5,departure,I arrive in a strange land and realize I must walk the road myself.,oz,story,projection_vs_ownership,[act=departure | stage=threshold | spoke=5 | source=oz | workstream=story | psych_axis=projection_vs_ownership] :: I arrive in a strange land and realize I must walk the road myself.
176,allies,6,initiation,I gather companions; each of us wants what we think we lack.,oz,story,chaos_vs_structure,[act=initiation | stage=allies | spoke=6 | source=oz | workstream=story | psych_axis=chaos_vs_structure] :: I gather companions; each of us wants what we think we lack.
177,tests,6,initiation,We face tricks and threats that test whether we’ll quit or keep moving.,oz,story,practice_vs_fantasy,[act=initiation | stage=tests | spoke=6 | source=oz | workstream=story | psych_axis=practice_vs_fantasy] :: We face tricks and threats that test whether we’ll quit or keep moving.
178,ordeal,8,initiation,"The illusion shatters: the ‘wizard’ is just a man, and I must own my power.",oz,story,certainty_vs_trust,"[act=initiation | stage=ordeal | spoke=8 | source=oz | workstream=story | psych_axis=certainty_vs_trust] :: The illusion shatters: the ‘wizard’ is just a man, and I must own my power."
179,integration,11,return,"I learn the gift was always within: heart, courage, mind, and home.",oz,story,image_vs_integrity,"[act=return | stage=integration | spoke=11 | source=oz | workstream=story | psych_axis=image_vs_integrity] :: I learn the gift was always within: heart, courage, mind, and home."
180,return,10,return,I go back with a new lens: I can choose my life without needing a savior.,oz,story,numbness_vs_presence,[act=return | stage=return | spoke=10 | source=oz | workstream=story | psych_axis=numbness_vs_presence] :: I go back with a new lens: I can choose my life without needing a savior.
181,allies,6,initiation,"The Hospitalier speaks calm courage into me: ‘When you stand before God, you cannot say you weren’t shown mercy.’",kingdom_of_heaven,story,attachment_vs_love,"[act=initiation | stage=allies | spoke=6 | source=kingdom_of_heaven | workstream=story | psych_axis=attachment_vs_love] :: The Hospitalier speaks calm courage into me: ‘When you stand before God, you cannot say you weren’t shown mercy.’"
182,tests,6,initiation,I watch the Hospitalier hold steady under chaos; I learn composure is a weapon.,kingdom_of_heaven,story,ego_vs_discipline,[act=initiation | stage=tests | spoke=6 | source=kingdom_of_heaven | workstream=story | psych_axis=ego_vs_discipline] :: I watch the Hospitalier hold steady under chaos; I learn composure is a weapon.
183,approach,7,initiation,"The Hospitalier reminds me: build the defense, not the legend—do the work that saves lives.",kingdom_of_heaven,story,control_vs_autonomy,"[act=initiation | stage=approach | spoke=7 | source=kingdom_of_heaven | workstream=story | psych_axis=control_vs_autonomy] :: The Hospitalier reminds me: build the defense, not the legend—do the work that saves lives."
184,ordeal,8,initiation,"In the darkest hour, the Hospitalier refuses despair; I borrow his steadiness to keep fighting.",kingdom_of_heaven,story,fear_vs_action,"[act=initiation | stage=ordeal | spoke=8 | source=kingdom_of_heaven | workstream=story | psych_axis=fear_vs_action] :: In the darkest hour, the Hospitalier refuses despair; I borrow his steadiness to keep fighting."
185,integration,11,return,"‘If God does not love you, how could you have done all these things that you have done?’—I let that land as permission to forgive myself.",kingdom_of_heaven,story,domination_vs_compassion,"[act=return | stage=integration | spoke=11 | source=kingdom_of_heaven | workstream=story | psych_axis=domination_vs_compassion] :: ‘If God does not love you, how could you have done all these things that you have done?’—I let that land as permission to forgive myself."
186,reward,9,initiation,"I feel a clean dignity: my actions were real, and that matters more than my doubts.",kingdom_of_heaven,story,image_vs_integrity,"[act=initiation | stage=reward | spoke=9 | source=kingdom_of_heaven | workstream=story | psych_axis=image_vs_integrity] :: I feel a clean dignity: my actions were real, and that matters more than my doubts."
187,return,10,return,"I carry the Hospitalier’s standard back with me: honor isn’t an emotion, it’s a practice.",kingdom_of_heaven,story,projection_vs_ownership,"[act=return | stage=return | spoke=10 | source=kingdom_of_heaven | workstream=story | psych_axis=projection_vs_ownership] :: I carry the Hospitalier’s standard back with me: honor isn’t an emotion, it’s a practice."
188,elixir,12,return,I pass on the lesson: mercy and discipline can coexist; you can be fierce without being cruel.,kingdom_of_heaven,story,practice_vs_fantasy,[act=return | stage=elixir | spoke=12 | source=kingdom_of_heaven | workstream=story | psych_axis=practice_vs_fantasy] :: I pass on the lesson: mercy and discipline can coexist; you can be fierce without being cruel.
189,refusal,3,departure,I tell myself the darkness is ‘just stories’—but I feel it watching from the edges.,WAKE,story,ego_vs_service,[act=departure | stage=refusal | spoke=3 | source=WAKE | workstream=story | psych_axis=ego_vs_service] :: I tell myself the darkness is ‘just stories’—but I feel it watching from the edges.
190,call,2,departure,"A message arrives from the deep: write, or be written by the nightmare.",WAKE,story,comfort_vs_truth,"[act=departure | stage=call | spoke=2 | source=WAKE | workstream=story | psych_axis=comfort_vs_truth] :: A message arrives from the deep: write, or be written by the nightmare."
191,threshold,5,departure,I step into the overlap—reality bends and I accept that the rules have changed.,WAKE,story,numbness_vs_presence,[act=departure | stage=threshold | spoke=5 | source=WAKE | workstream=story | psych_axis=numbness_vs_presence] :: I step into the overlap—reality bends and I accept that the rules have changed.
192,tests,6,initiation,"I learn to survive the loop: light, timing, and focus become my daily training.",WAKE,story,practice_vs_fantasy,"[act=initiation | stage=tests | spoke=6 | source=WAKE | workstream=story | psych_axis=practice_vs_fantasy] :: I learn to survive the loop: light, timing, and focus become my daily training."
193,tests,6,initiation,The story fights back; every attempt teaches me what the darkness exploits.,WAKE,story,image_vs_integrity,[act=initiation | stage=tests | spoke=6 | source=WAKE | workstream=story | psych_axis=image_vs_integrity] :: The story fights back; every attempt teaches me what the darkness exploits.
194,allies,6,initiation,I link up with others trapped in the same myth; we trade clues instead of coping alone.,WAKE,story,fear_vs_action,[act=initiation | stage=allies | spoke=6 | source=WAKE | workstream=story | psych_axis=fear_vs_action] :: I link up with others trapped in the same myth; we trade clues instead of coping alone.
195,approach,7,initiation,"I map the pattern: scenes, triggers, objectives—structure gives me a way through.",WAKE,story,domination_vs_compassion,"[act=initiation | stage=approach | spoke=7 | source=WAKE | workstream=story | psych_axis=domination_vs_compassion] :: I map the pattern: scenes, triggers, objectives—structure gives me a way through."
196,ordeal,8,initiation,I face the part of me that uses art as avoidance; I choose responsibility over romance with chaos.,WAKE,story,ego_vs_discipline,[act=initiation | stage=ordeal | spoke=8 | source=WAKE | workstream=story | psych_axis=ego_vs_discipline] :: I face the part of me that uses art as avoidance; I choose responsibility over romance with chaos.
197,ordeal,8,initiation,I confront the shadow that wears my face; I stop bargaining and name it.,WAKE,story,control_vs_autonomy,[act=initiation | stage=ordeal | spoke=8 | source=WAKE | workstream=story | psych_axis=control_vs_autonomy] :: I confront the shadow that wears my face; I stop bargaining and name it.
198,reward,9,initiation,A breakthrough: the narrative snaps—what felt random becomes readable.,WAKE,story,certainty_vs_trust,[act=initiation | stage=reward | spoke=9 | source=WAKE | workstream=story | psych_axis=certainty_vs_trust] :: A breakthrough: the narrative snaps—what felt random becomes readable.
199,return,10,return,"I bring the clarity back to daylight: I can’t control every frame, but I can choose the next line.",WAKE,story,attachment_vs_love,"[act=return | stage=return | spoke=10 | source=WAKE | workstream=story | psych_axis=attachment_vs_love] :: I bring the clarity back to daylight: I can’t control every frame, but I can choose the next line."
200,integration,11,return,I hold fear without letting it steer; presence becomes brighter than panic.,WAKE,story,numbness_vs_presence,[act=return | stage=integration | spoke=11 | source=WAKE | workstream=story | psych_axis=numbness_vs_presence] :: I hold fear without letting it steer; presence becomes brighter than panic.
201,elixir,12,return,"I turn the ordeal into a tool: writing as disciplined practice, not escapism.",WAKE,story,practice_vs_fantasy,"[act=return | stage=elixir | spoke=12 | source=WAKE | workstream=story | psych_axis=practice_vs_fantasy] :: I turn the ordeal into a tool: writing as disciplined practice, not escapism."
202,tests,6,initiation,I stop chasing the perfect ending and start making clean moves under pressure.,WAKE,story,practice_vs_fantasy,[act=initiation | stage=tests | spoke=6 | source=WAKE | workstream=story | psych_axis=practice_vs_fantasy] :: I stop chasing the perfect ending and start making clean moves under pressure.
203,approach,7,initiation,I treat the work like a ritual: small consistent actions that keep the darkness from taking ground.,WAKE,story,chaos_vs_structure,[act=initiation | stage=approach | spoke=7 | source=WAKE | workstream=story | psych_axis=chaos_vs_structure] :: I treat the work like a ritual: small consistent actions that keep the darkness from taking ground.
204,integration,11,return,"I become the author again—no longer possessed by the plot, but participating consciously.",WAKE,story,control_vs_autonomy,"[act=return | stage=integration | spoke=11 | source=WAKE | workstream=story | psych_axis=control_vs_autonomy] :: I become the author again—no longer possessed by the plot, but participating consciously."
205,refusal,3,departure,I tell myself Gotham isn’t my problem anymore; hiding feels safer than choosing the cowl.,Batman,story,control_vs_autonomy,[act=departure | stage=refusal | spoke=3 | source=Batman | workstream=story | psych_axis=control_vs_autonomy] :: I tell myself Gotham isn’t my problem anymore; hiding feels safer than choosing the cowl.
206,call,2,departure,The city shows me the cost of my comfort—someone has to stand up.,Batman,story,ego_vs_service,[act=departure | stage=call | spoke=2 | source=Batman | workstream=story | psych_axis=ego_vs_service] :: The city shows me the cost of my comfort—someone has to stand up.
207,threshold,5,departure,I cross into the underworld of training; fear becomes a teacher instead of a jailer.,Batman,story,fear_vs_action,[act=departure | stage=threshold | spoke=5 | source=Batman | workstream=story | psych_axis=fear_vs_action] :: I cross into the underworld of training; fear becomes a teacher instead of a jailer.
208,tests,6,initiation,"I learn the discipline behind the symbol: repetition, restraint, and control.",Batman,story,ego_vs_discipline,"[act=initiation | stage=tests | spoke=6 | source=Batman | workstream=story | psych_axis=ego_vs_discipline] :: I learn the discipline behind the symbol: repetition, restraint, and control."
209,allies,6,initiation,I accept guidance from mentors and allies; I stop pretending I can do it alone.,Batman,story,mentorship_vs_dependence,[act=initiation | stage=allies | spoke=6 | source=Batman | workstream=story | psych_axis=mentorship_vs_dependence] :: I accept guidance from mentors and allies; I stop pretending I can do it alone.
210,approach,7,initiation,"I build the tools and the code: the mission needs structure, not ego.",Batman,story,chaos_vs_structure,"[act=initiation | stage=approach | spoke=7 | source=Batman | workstream=story | psych_axis=chaos_vs_structure] :: I build the tools and the code: the mission needs structure, not ego."
211,ordeal,8,initiation,"I face the chaos that can’t be reasoned with; the Joker tests my integrity, not my strength.",Batman,story,domination_vs_compassion,"[act=initiation | stage=ordeal | spoke=8 | source=Batman | workstream=story | psych_axis=domination_vs_compassion] :: I face the chaos that can’t be reasoned with; the Joker tests my integrity, not my strength."
212,ordeal,8,initiation,I take the fall so the symbol survives; I choose responsibility over reputation.,Batman,story,ego_vs_service,[act=initiation | stage=ordeal | spoke=8 | source=Batman | workstream=story | psych_axis=ego_vs_service] :: I take the fall so the symbol survives; I choose responsibility over reputation.
213,reward,9,initiation,A hard-won truth: being good isn’t being liked—it’s doing what’s necessary.,Batman,story,image_vs_integrity,[act=initiation | stage=reward | spoke=9 | source=Batman | workstream=story | psych_axis=image_vs_integrity] :: A hard-won truth: being good isn’t being liked—it’s doing what’s necessary.
214,return,10,return,I come back from exile and pain; I move again even when the body protests.,Batman,story,fear_vs_action,[act=return | stage=return | spoke=10 | source=Batman | workstream=story | psych_axis=fear_vs_action] :: I come back from exile and pain; I move again even when the body protests.
215,integration,11,return,I hold the paradox: a symbol can be both mercy and threat—used with intention.,Batman,story,domination_vs_compassion,[act=return | stage=integration | spoke=11 | source=Batman | workstream=story | psych_axis=domination_vs_compassion] :: I hold the paradox: a symbol can be both mercy and threat—used with intention.
216,elixir,12,return,I pass on the lesson: build systems that outlive you; courage is contagious.,Batman,story,ego_vs_service,[act=return | stage=elixir | spoke=12 | source=Batman | workstream=story | psych_axis=ego_vs_service] :: I pass on the lesson: build systems that outlive you; courage is contagious.
217,refusal,3,departure,I cling to comfort and status; I don’t want the world to change me.,samurai,story,control_vs_autonomy,[act=departure | stage=refusal | spoke=3 | source=samurai | workstream=story | psych_axis=control_vs_autonomy] :: I cling to comfort and status; I don’t want the world to change me.
218,call,2,departure,A new land calls me into a conflict I don’t understand; I’m needed where I’m weakest.,samurai,story,fear_vs_action,[act=departure | stage=call | spoke=2 | source=samurai | workstream=story | psych_axis=fear_vs_action] :: A new land calls me into a conflict I don’t understand; I’m needed where I’m weakest.
219,threshold,5,departure,I enter the samurai world; my old identity starts to crack.,samurai,story,image_vs_integrity,[act=departure | stage=threshold | spoke=5 | source=samurai | workstream=story | psych_axis=image_vs_integrity] :: I enter the samurai world; my old identity starts to crack.
220,tests,6,initiation,"Training strips me down: posture, breath, repetition—no shortcuts.",samurai,story,practice_vs_fantasy,"[act=initiation | stage=tests | spoke=6 | source=samurai | workstream=story | psych_axis=practice_vs_fantasy] :: Training strips me down: posture, breath, repetition—no shortcuts."
221,allies,6,initiation,I find respect in those I feared; discipline becomes a bridge.,samurai,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=samurai | workstream=story | psych_axis=ego_vs_service] :: I find respect in those I feared; discipline becomes a bridge.
222,approach,7,initiation,I stop performing and start learning; humility becomes my weapon.,samurai,story,ego_vs_discipline,[act=initiation | stage=approach | spoke=7 | source=samurai | workstream=story | psych_axis=ego_vs_discipline] :: I stop performing and start learning; humility becomes my weapon.
223,ordeal,8,initiation,"In battle and loss, I face what my life has been built on; the old story dies.",samurai,story,image_vs_integrity,"[act=initiation | stage=ordeal | spoke=8 | source=samurai | workstream=story | psych_axis=image_vs_integrity] :: In battle and loss, I face what my life has been built on; the old story dies."
224,reward,9,initiation,A quiet honor arrives: I can stand in my own skin without applause.,samurai,story,image_vs_integrity,[act=initiation | stage=reward | spoke=9 | source=samurai | workstream=story | psych_axis=image_vs_integrity] :: A quiet honor arrives: I can stand in my own skin without applause.
225,return,10,return,"I return carrying a new standard: presence, duty, and restraint.",samurai,story,ego_vs_discipline,"[act=return | stage=return | spoke=10 | source=samurai | workstream=story | psych_axis=ego_vs_discipline] :: I return carrying a new standard: presence, duty, and restraint."
226,integration,11,return,‘No mind’ becomes real: I act cleanly without the chatter taking the wheel.,samurai,story,numbness_vs_presence,[act=return | stage=integration | spoke=11 | source=samurai | workstream=story | psych_axis=numbness_vs_presence] :: ‘No mind’ becomes real: I act cleanly without the chatter taking the wheel.
227,elixir,12,return,I pass on what I learned: mastery is inner stillness under pressure.,samurai,story,practice_vs_fantasy,[act=return | stage=elixir | spoke=12 | source=samurai | workstream=story | psych_axis=practice_vs_fantasy] :: I pass on what I learned: mastery is inner stillness under pressure.
228,refusal,3,departure,I want the crown without the cross; I resist surrender and try to control outcomes.,christ,story,control_vs_autonomy,[act=departure | stage=refusal | spoke=3 | source=christ | workstream=story | psych_axis=control_vs_autonomy] :: I want the crown without the cross; I resist surrender and try to control outcomes.
229,call,2,departure,"I’m called into the desert of truth: serve, not be served.",christ,story,ego_vs_service,"[act=departure | stage=call | spoke=2 | source=christ | workstream=story | psych_axis=ego_vs_service] :: I’m called into the desert of truth: serve, not be served."
230,threshold,5,departure,I step into ministry; the path becomes public and costly.,christ,story,image_vs_integrity,[act=departure | stage=threshold | spoke=5 | source=christ | workstream=story | psych_axis=image_vs_integrity] :: I step into ministry; the path becomes public and costly.
231,tests,6,initiation,"Temptations come as shortcuts: power, spectacle, certainty—each one refused.",christ,story,control_vs_autonomy,"[act=initiation | stage=tests | spoke=6 | source=christ | workstream=story | psych_axis=control_vs_autonomy] :: Temptations come as shortcuts: power, spectacle, certainty—each one refused."
232,allies,6,initiation,"I gather imperfect disciples; love becomes practiced, not theoretical.",christ,story,mentorship_vs_dependence,"[act=initiation | stage=allies | spoke=6 | source=christ | workstream=story | psych_axis=mentorship_vs_dependence] :: I gather imperfect disciples; love becomes practiced, not theoretical."
233,approach,7,initiation,I walk toward Jerusalem knowing the cost; courage is obedience.,christ,story,fear_vs_action,[act=initiation | stage=approach | spoke=7 | source=christ | workstream=story | psych_axis=fear_vs_action] :: I walk toward Jerusalem knowing the cost; courage is obedience.
234,ordeal,8,initiation,The crucifixion: everything is stripped away; I endure without abandoning love.,christ,story,domination_vs_compassion,[act=initiation | stage=ordeal | spoke=8 | source=christ | workstream=story | psych_axis=domination_vs_compassion] :: The crucifixion: everything is stripped away; I endure without abandoning love.
235,reward,9,initiation,Resurrection: life returns with meaning; despair is not the final word.,christ,story,certainty_vs_trust,[act=initiation | stage=reward | spoke=9 | source=christ | workstream=story | psych_axis=certainty_vs_trust] :: Resurrection: life returns with meaning; despair is not the final word.
236,return,10,return,"I return to my people with peace, not vengeance; wounds become testimony.",christ,story,domination_vs_compassion,"[act=return | stage=return | spoke=10 | source=christ | workstream=story | psych_axis=domination_vs_compassion] :: I return to my people with peace, not vengeance; wounds become testimony."
237,integration,11,return,I embody mercy and truth together; strength becomes gentleness.,christ,story,domination_vs_compassion,[act=return | stage=integration | spoke=11 | source=christ | workstream=story | psych_axis=domination_vs_compassion] :: I embody mercy and truth together; strength becomes gentleness.
238,elixir,12,return,The commission: carry the message outward—hope made practical.,christ,story,ego_vs_service,[act=return | stage=elixir | spoke=12 | source=christ | workstream=story | psych_axis=ego_vs_service] :: The commission: carry the message outward—hope made practical.
239,refusal,3,departure,I want to stay a kid forever; responsibility feels like a trap.,DBZ,story,practice_vs_fantasy,[act=departure | stage=refusal | spoke=3 | source=DBZ | workstream=story | psych_axis=practice_vs_fantasy] :: I want to stay a kid forever; responsibility feels like a trap.
240,call,2,departure,A new threat arrives; my limits are exposed and the work begins.,DBZ,story,fear_vs_action,[act=departure | stage=call | spoke=2 | source=DBZ | workstream=story | psych_axis=fear_vs_action] :: A new threat arrives; my limits are exposed and the work begins.
241,threshold,5,departure,I commit to training; the body becomes the dojo and discipline becomes daily.,DBZ,story,practice_vs_fantasy,[act=departure | stage=threshold | spoke=5 | source=DBZ | workstream=story | psych_axis=practice_vs_fantasy] :: I commit to training; the body becomes the dojo and discipline becomes daily.
242,tests,6,initiation,"Every arc is a trial: gravity, technique, timing—failure is data.",DBZ,story,practice_vs_fantasy,"[act=initiation | stage=tests | spoke=6 | source=DBZ | workstream=story | psych_axis=practice_vs_fantasy] :: Every arc is a trial: gravity, technique, timing—failure is data."
243,allies,6,initiation,I train with rivals and friends; competition becomes collaboration.,DBZ,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=DBZ | workstream=story | psych_axis=ego_vs_service] :: I train with rivals and friends; competition becomes collaboration.
244,approach,7,initiation,"I prepare for the big fight: strategy, recovery, and focus—not just hype.",DBZ,story,chaos_vs_structure,"[act=initiation | stage=approach | spoke=7 | source=DBZ | workstream=story | psych_axis=chaos_vs_structure] :: I prepare for the big fight: strategy, recovery, and focus—not just hype."
245,ordeal,8,initiation,I meet an enemy that forces transformation; the old self can’t win.,DBZ,story,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=DBZ | workstream=story | psych_axis=image_vs_integrity] :: I meet an enemy that forces transformation; the old self can’t win.
246,reward,9,initiation,Power unlocks through sacrifice and love; strength becomes purposeful.,DBZ,story,ego_vs_service,[act=initiation | stage=reward | spoke=9 | source=DBZ | workstream=story | psych_axis=ego_vs_service] :: Power unlocks through sacrifice and love; strength becomes purposeful.
247,return,10,return,I return to ordinary life with new capacity; calm becomes a flex.,DBZ,story,image_vs_integrity,[act=return | stage=return | spoke=10 | source=DBZ | workstream=story | psych_axis=image_vs_integrity] :: I return to ordinary life with new capacity; calm becomes a flex.
248,integration,11,return,I accept that growth is endless; identity is built by reps.,DBZ,story,practice_vs_fantasy,[act=return | stage=integration | spoke=11 | source=DBZ | workstream=story | psych_axis=practice_vs_fantasy] :: I accept that growth is endless; identity is built by reps.
249,elixir,12,return,I teach the next generation: train your spirit as much as your power.,DBZ,story,mentorship_vs_dependence,[act=return | stage=elixir | spoke=12 | source=DBZ | workstream=story | psych_axis=mentorship_vs_dependence] :: I teach the next generation: train your spirit as much as your power.
250,refusal,3,departure,I rage against limits; I want heaven’s status without heaven’s wisdom.,journey_west,story,control_vs_autonomy,[act=departure | stage=refusal | spoke=3 | source=journey_west | workstream=story | psych_axis=control_vs_autonomy] :: I rage against limits; I want heaven’s status without heaven’s wisdom.
251,call,2,departure,A mission appears: protect the pilgrimage—turn chaos into service.,journey_west,story,ego_vs_service,[act=departure | stage=call | spoke=2 | source=journey_west | workstream=story | psych_axis=ego_vs_service] :: A mission appears: protect the pilgrimage—turn chaos into service.
252,threshold,5,departure,I’m bound to the path; freedom now means commitment.,journey_west,story,control_vs_autonomy,[act=departure | stage=threshold | spoke=5 | source=journey_west | workstream=story | psych_axis=control_vs_autonomy] :: I’m bound to the path; freedom now means commitment.
253,tests,6,initiation,"Demons, illusions, and ego traps: each one exposes my impatience.",journey_west,story,image_vs_integrity,"[act=initiation | stage=tests | spoke=6 | source=journey_west | workstream=story | psych_axis=image_vs_integrity] :: Demons, illusions, and ego traps: each one exposes my impatience."
254,allies,6,initiation,A strange crew forms; difference becomes strength when we stay aligned.,journey_west,story,ego_vs_service,[act=initiation | stage=allies | spoke=6 | source=journey_west | workstream=story | psych_axis=ego_vs_service] :: A strange crew forms; difference becomes strength when we stay aligned.
255,approach,7,initiation,I learn restraint: power without discipline becomes disaster.,journey_west,story,ego_vs_discipline,[act=initiation | stage=approach | spoke=7 | source=journey_west | workstream=story | psych_axis=ego_vs_discipline] :: I learn restraint: power without discipline becomes disaster.
256,ordeal,8,initiation,I face the part of me that wants worship; I choose the work over attention.,journey_west,story,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=journey_west | workstream=story | psych_axis=image_vs_integrity] :: I face the part of me that wants worship; I choose the work over attention.
257,reward,9,initiation,A clearer mind emerges: humor and humility replace arrogance.,journey_west,story,ego_vs_service,[act=initiation | stage=reward | spoke=9 | source=journey_west | workstream=story | psych_axis=ego_vs_service] :: A clearer mind emerges: humor and humility replace arrogance.
258,return,10,return,"I bring the lesson back: enlightenment is practice, not a trophy.",journey_west,story,practice_vs_fantasy,"[act=return | stage=return | spoke=10 | source=journey_west | workstream=story | psych_axis=practice_vs_fantasy] :: I bring the lesson back: enlightenment is practice, not a trophy."
259,integration,11,return,I hold both mischief and compassion; the trickster becomes a guardian.,journey_west,story,domination_vs_compassion,[act=return | stage=integration | spoke=11 | source=journey_west | workstream=story | psych_axis=domination_vs_compassion] :: I hold both mischief and compassion; the trickster becomes a guardian.
260,elixir,12,return,I pass on the teaching: the wild mind can be trained to serve truth.,journey_west,story,practice_vs_fantasy,[act=return | stage=elixir | spoke=12 | source=journey_west | workstream=story | psych_axis=practice_vs_fantasy] :: I pass on the teaching: the wild mind can be trained to serve truth.
261,refusal,3,departure,My chest tightens and I call it logic; it’s actually fear of exposure.,core,lmb,numbness_vs_presence,[act=departure | stage=refusal | spoke=3 | source=core | workstream=lmb | psych_axis=numbness_vs_presence] :: My chest tightens and I call it logic; it’s actually fear of exposure.
262,refusal,3,departure,I scroll instead of breathing; the freeze response wears the mask of productivity.,core,lmb,numbness_vs_presence,[act=departure | stage=refusal | spoke=3 | source=core | workstream=lmb | psych_axis=numbness_vs_presence] :: I scroll instead of breathing; the freeze response wears the mask of productivity.
263,refusal,3,departure,I over-plan the feature because shipping would make the feedback real.,core,career,fear_vs_action,[act=departure | stage=refusal | spoke=3 | source=core | workstream=career | psych_axis=fear_vs_action] :: I over-plan the feature because shipping would make the feedback real.
264,call,2,departure,The body signals before the mind agrees: shallow breath means something must change.,core,lmb,numbness_vs_presence,[act=departure | stage=call | spoke=2 | source=core | workstream=lmb | psych_axis=numbness_vs_presence] :: The body signals before the mind agrees: shallow breath means something must change.
265,call,2,departure,A failing test suite shows me where discipline is missing; the bug is instructional.,core,career,practice_vs_fantasy,[act=departure | stage=call | spoke=2 | source=core | workstream=career | psych_axis=practice_vs_fantasy] :: A failing test suite shows me where discipline is missing; the bug is instructional.
266,call,2,departure,I realize the relationship pattern repeats; the common variable is my avoidance.,core,dating,projection_vs_ownership,[act=departure | stage=call | spoke=2 | source=core | workstream=dating | psych_axis=projection_vs_ownership] :: I realize the relationship pattern repeats; the common variable is my avoidance.
267,threshold,5,departure,I push the commit even though my stomach flips; action recalibrates the nervous system.,core,career,fear_vs_action,[act=departure | stage=threshold | spoke=5 | source=core | workstream=career | psych_axis=fear_vs_action] :: I push the commit even though my stomach flips; action recalibrates the nervous system.
268,threshold,5,departure,I state a boundary calmly; my voice shakes but I don’t retract it.,core,dating,fear_vs_action,[act=departure | stage=threshold | spoke=5 | source=core | workstream=dating | psych_axis=fear_vs_action] :: I state a boundary calmly; my voice shakes but I don’t retract it.
269,threshold,5,departure,I choose the workout when the mind negotiates; the body crosses first.,core,fitness,practice_vs_fantasy,[act=departure | stage=threshold | spoke=5 | source=core | workstream=fitness | psych_axis=practice_vs_fantasy] :: I choose the workout when the mind negotiates; the body crosses first.
270,tests,6,initiation,An incident hits production; I stay with the logs instead of blaming people.,core,career,projection_vs_ownership,[act=initiation | stage=tests | spoke=6 | source=core | workstream=career | psych_axis=projection_vs_ownership] :: An incident hits production; I stay with the logs instead of blaming people.
271,tests,6,initiation,I feel the urge to fawn; I breathe and return to center before replying.,core,lmb,mentorship_vs_dependence,[act=initiation | stage=tests | spoke=6 | source=core | workstream=lmb | psych_axis=mentorship_vs_dependence] :: I feel the urge to fawn; I breathe and return to center before replying.
272,tests,6,initiation,I iterate the release plan; constraints refine the architecture.,core,career,chaos_vs_structure,[act=initiation | stage=tests | spoke=6 | source=core | workstream=career | psych_axis=chaos_vs_structure] :: I iterate the release plan; constraints refine the architecture.
273,allies,6,initiation,A mentor critiques my draft; I integrate the signal without collapsing.,core,career,mentorship_vs_dependence,[act=initiation | stage=allies | spoke=6 | source=core | workstream=career | psych_axis=mentorship_vs_dependence] :: A mentor critiques my draft; I integrate the signal without collapsing.
274,allies,6,initiation,"I choose friends who challenge my delusion, not those who soothe it.",core,lmb,ego_vs_service,"[act=initiation | stage=allies | spoke=6 | source=core | workstream=lmb | psych_axis=ego_vs_service] :: I choose friends who challenge my delusion, not those who soothe it."
275,approach,7,initiation,I define ‘done’ for this sprint; ambiguity is replaced with criteria.,core,career,chaos_vs_structure,[act=initiation | stage=approach | spoke=7 | source=core | workstream=career | psych_axis=chaos_vs_structure] :: I define ‘done’ for this sprint; ambiguity is replaced with criteria.
276,approach,7,initiation,"I design rituals—sleep, lifting, journaling—that reduce chaos before it starts.",core,fitness,practice_vs_fantasy,"[act=initiation | stage=approach | spoke=7 | source=core | workstream=fitness | psych_axis=practice_vs_fantasy] :: I design rituals—sleep, lifting, journaling—that reduce chaos before it starts."
277,ordeal,8,initiation,I sit in the urge to self-sabotage and refuse to act it out.,core,lmb,fear_vs_action,[act=initiation | stage=ordeal | spoke=8 | source=core | workstream=lmb | psych_axis=fear_vs_action] :: I sit in the urge to self-sabotage and refuse to act it out.
278,ordeal,8,initiation,A relationship ends; I grieve without rewriting the story to make me innocent.,core,dating,projection_vs_ownership,[act=initiation | stage=ordeal | spoke=8 | source=core | workstream=dating | psych_axis=projection_vs_ownership] :: A relationship ends; I grieve without rewriting the story to make me innocent.
279,ordeal,8,initiation,The deploy fails publicly; I own the mistake and draft the postmortem.,core,career,image_vs_integrity,[act=initiation | stage=ordeal | spoke=8 | source=core | workstream=career | psych_axis=image_vs_integrity] :: The deploy fails publicly; I own the mistake and draft the postmortem.
